Player,Height,Foot,International matches,Goals,Country,TM_Position,Pos,Value_M,Age
John Souttar,"1,86m",right,24.0,2,Scotland,Centre-Back,DF,2.0,29
Dominic Hyam,"1,88m",right,4.0,0,Scotland,Centre-Back,DF,2.0,30
Grant Hanley,"1,88m",right,70.0,2,Scotland,Centre-Back,DF,0.2,34
Kieran Tierney,"1,80m",left,58.0,2,Scotland,Left-Back,DF,8.0,29
Andrew Robertson,"1,78m",left,97.0,4,Scotland,Left-Back,DF,7.0,32
Aaron Hickey,"1,85m",both,22.0,0,Scotland,Right-Back,DF,16.0,24
Nathan Patterson,"1,83m",right,29.0,1,Scotland,Right-Back,DF,10.0,24
Anthony Ralston,"1,78m",right,29.0,1,Scotland,Right-Back,DF,1.5,27
Scott McTominay,"1,93m",right,73.0,15,Scotland,Central Midfield,MF,40.0,29
Lewis Ferguson,"1,81m",right,27.0,1,Scotland,Central Midfield,MF,14.0,26
John McGinn,"1,78m",left,89.0,21,Scotland,Central Midfield,MF,13.0,31
Ryan Christie,"1,78m",left,71.0,10,Scotland,Central Midfield,MF,8.0,31
Tyler Fletcher,"1,83m",right,2.0,0,Scotland,Central Midfield,MF,1.5,19
Kenny McLean,"1,83m",left,60.0,3,Scotland,Central Midfield,MF,0.4,34
Findlay Curtis,"1,80m",right,5.0,1,Scotland,Left Winger,FW,2.0,20
Ben Gannon-Doak,"1,73m",right,17.0,1,Scotland,Right Winger,FW,15.0,20
George Hirst,"1,91m",right,10.0,1,Scotland,Centre-Forward,FW,10.0,27
Ché Adams,"1,75m",right,50.0,13,Scotland,Centre-Forward,FW,5.0,29
Lawrence Shankland,"1,85m",right,22.0,7,Scotland,Centre-Forward,FW,3.0,30
Ross Stewart,"1,88m",right,4.0,0,Scotland,Centre-Forward,FW,2.5,29
Lyndon Dykes,"1,88m",right,53.0,10,Scotland,Centre-Forward,FW,0.8,30
Yehvann Diouf,"1,88m",right,2.0,0,Senegal,Goalkeeper,GK,7.0,26
Edouard Mendy,"1,94m",right,59.0,0,Senegal,Goalkeeper,GK,4.0,34
Mory Diaw,"1,97m",right,7.0,0,Senegal,Goalkeeper,GK,0.9,33
Mamadou Sarr,"1,94m",right,8.0,0,Senegal,Centre-Back,DF,22.0,20
Moussa Niakhaté,"1,90m",left,34.0,0,Senegal,Centre-Back,DF,15.0,30
Antoine Mendy,"1,87m",right,7.0,0,Senegal,Centre-Back,DF,10.0,22
Kalidou Koulibaly,"1,86m",right,105.0,2,Senegal,Centre-Back,DF,4.5,35
Abdoulaye Seck,"1,92m",right,23.0,4,Senegal,Centre-Back,DF,0.4,34
El Hadji Malick Diouf,"1,77m",left,22.0,1,Senegal,Left-Back,DF,28.0,21
Ismail Jakobs,"1,84m",left,32.0,0,Senegal,Left-Back,DF,8.0,26
Idrissa Gueye,"1,74m",right,134.0,7,Senegal,Defensive Midfield,MF,0.5,36
Lamine Camara,"1,74m",right,36.0,5,Senegal,Central Midfield,MF,40.0,22
Pape Gueye,"1,89m",left,44.0,7,Senegal,Central Midfield,MF,40.0,27
Habib Diarra,"1,78m",right,23.0,5,Senegal,Central Midfield,MF,35.0,22
Pape Matar Sarr,"1,85m",right,41.0,4,Senegal,Central Midfield,MF,30.0,23
Bara Sapoko Ndiaye,"1,80m",right,1.0,0,Senegal,Central Midfield,MF,4.0,18
Pathé Ciss,"1,86m",right,33.0,0,Senegal,Central Midfield,MF,1.8,32
Krépin Diatta,"1,73m",right,64.0,2,Senegal,Right Midfield,MF,6.0,27
Assane Diao,"1,85m",right,6.0,0,Senegal,Left Winger,FW,30.0,20
Sadio Mané,"1,75m",right,129.0,54,Senegal,Left Winger,FW,6.0,34
Iliman Ndiaye,"1,80m",right,42.0,5,Senegal,Right Winger,FW,55.0,26
Ismaïla Sarr,"1,85m",right,86.0,22,Senegal,Right Winger,FW,40.0,28
Ibrahim Mbaye,"1,75m",right,14.0,4,Senegal,Right Winger,FW,30.0,18
Nicolas Jackson,"1,87m",right,36.0,8,Senegal,Centre-Forward,FW,40.0,25
Bamba Dieng,"1,78m",right,24.0,2,Senegal,Centre-Forward,FW,15.0,26
Cherif Ndiaye,"1,90m",right,19.0,4,Senegal,Centre-Forward,FW,5.0,30
Sipho Chaine,"1,86m",right,4.0,0,South Africa,Goalkeeper,GK,1.6,29
Ronwen Williams,"1,84m",right,66.0,0,South Africa,Goalkeeper,GK,0.8,34
Ricardo Goss,"1,81m",right,5.0,0,South Africa,Goalkeeper,GK,0.35,32
Mbekezeli Mbokazi,"1,77m",left,14.0,1,South Africa,Centre-Back,DF,3.5,20
Ime Okon,"1,87m",right,7.0,0,South Africa,Centre-Back,DF,2.0,22
Olwethu Makhanya,"1,85m",right,1.0,0,South Africa,Centre-Back,DF,2.0,22
Nkosinathi Sibisi,"1,77m",right,21.0,0,South Africa,Centre-Back,DF,1.6,30
Khulumani Ndamane,"1,83m",right,5.0,0,South Africa,Centre-Back,DF,1.2,22
Samukele Kabini,"1,79m",left,6.0,0,South Africa,Left-Back,DF,2.5,22
Aubrey Modiba,"1,71m",left,45.0,1,South Africa,Left-Back,DF,1.8,30
Bradley Cross,"1,75m",left,1.0,0,South Africa,Left-Back,DF,1.0,25
Thabang Matuludi,"1,89m",right,3.0,0,South Africa,Right-Back,DF,1.2,27
Khuliso Mudau,"1,79m",right,36.0,1,South Africa,Right-Back,DF,1.2,31
Kamogelo Sebelebele,"1,66m",right,4.0,0,South Africa,Right-Back,DF,1.2,23
Teboho Mokoena,"1,77m",right,54.0,10,South Africa,Defensive Midfield,MF,2.8,29
Thalente Mbatha,"1,79m",right,19.0,3,South Africa,Central Midfield,MF,2.0,26
Jayden Adams,"1,77m",right,9.0,1,South Africa,Central Midfield,MF,1.8,25
Yaya Sithole,"1,86m",right,31.0,1,South Africa,Central Midfield,MF,0.6,27
Themba Zwane,"1,78m",right,55.0,12,South Africa,Attacking Midfield,MF,0.25,36
Relebohile Mofokeng,"1,68m",right,16.0,0,South Africa,Left Winger,FW,3.0,21
Oswin Appollis,"1,71m",right,30.0,8,South Africa,Left Winger,FW,2.5,24
Tshepang Moremi,"1,69m",left,12.0,1,South Africa,Left Winger,FW,1.4,25
Thapelo Maseko,"1,78m",left,10.0,2,South Africa,Right Winger,FW,0.75,22
Lyle Foster,"1,85m",right,28.0,10,South Africa,Centre-Forward,FW,8.0,25
Iqraam Rayners,"1,74m",right,18.0,4,South Africa,Centre-Forward,FW,2.8,30
Evidence Makgopa,"1,83m",right,30.0,6,South Africa,Centre-Forward,FW,1.4,26
Bum-keun Song,"1,96m",right,3.0,0,South Korea,Goalkeeper,GK,1.0,28
Hyeon-woo Jo,"1,89m",right,48.0,0,South Korea,Goalkeeper,GK,0.65,34
Seung-gyu Kim,"1,89m",right,90.0,0,South Korea,Goalkeeper,GK,0.5,35
Min-jae Kim,"1,90m",right,82.0,4,South Korea,Centre-Back,DF,20.0,29
Han-beom Lee,"1,88m",right,11.0,0,South Korea,Centre-Back,DF,3.0,24
Tae-hyeon Kim,"1,86m",left,7.0,0,South Korea,Centre-Back,DF,1.2,25
Gi-hyuk Lee,"1,84m",left,6.0,0,South Korea,Centre-Back,DF,0.8,25
Wi-je Cho,"1,90m",right,1.0,0,South Korea,Centre-Back,DF,0.55,24
Tae-seok Lee,"1,74m",left,17.0,1,South Korea,Left-Back,DF,2.0,23
Young-woo Seol,"1,80m",right,37.0,0,South Korea,Right-Back,DF,6.5,27
Moon-hwan Kim,"1,73m",right,36.0,0,South Korea,Right-Back,DF,0.75,30
In-beom Hwang,"1,77m",both,76.0,7,South Korea,Defensive Midfield,MF,7.0,29
Jin-seob Park,"1,83m",right,16.0,1,South Korea,Defensive Midfield,MF,1.0,30
Jens Castrop,"1,78m",right,8.0,0,South Korea,Central Midfield,MF,10.0,22
Seung-ho Paik,"1,82m",right,30.0,3,South Korea,Central Midfield,MF,2.0,29
Jin-gyu Kim,"1,77m",right,24.0,3,South Korea,Central Midfield,MF,1.2,29
Kang-in Lee,"1,74m",left,50.0,11,South Korea,Attacking Midfield,MF,28.0,25
Jun-ho Bae,"1,80m",right,13.0,2,South Korea,Attacking Midfield,MF,4.0,22
Jae-sung Lee,"1,80m",left,107.0,15,South Korea,Attacking Midfield,MF,2.0,33
Dong-gyeong Lee,"1,75m",left,18.0,4,South Korea,Attacking Midfield,MF,1.6,28
Heung-min Son,"1,83m",both,148.0,56,South Korea,Left Winger,FW,15.0,33
Ji-sung Eom,"1,77m",right,11.0,2,South Korea,Left Winger,FW,1.8,24
Hyun-jun Yang,"1,79m",right,10.0,0,South Korea,Right Winger,FW,5.0,24
Hyeon-gyu Oh,"1,87m",right,30.0,7,South Korea,Centre-Forward,FW,15.0,25
Hee-chan Hwang,"1,77m",right,82.0,17,South Korea,Centre-Forward,FW,6.0,30
Gue-sung Cho,"1,88m",right,46.0,12,South Korea,Centre-Forward,FW,2.5,28
Joan García,"1,94m",right,2.0,0,Spain,Goalkeeper,GK,45.0,25
David Raya,"1,86m",right,13.0,0,Spain,Goalkeeper,GK,30.0,30
Unai Simón,"1,90m",right,61.0,0,Spain,Goalkeeper,GK,22.0,29
Pau Cubarsí,"1,84m",right,15.0,0,Spain,Centre-Back,DF,80.0,19
Eric García,"1,83m",right,21.0,0,Spain,Centre-Back,DF,40.0,25
Marc Pubill,"1,91m",right,2.0,0,Spain,Centre-Back,DF,35.0,23
Aymeric Laporte,"1,91m",left,49.0,2,Spain,Centre-Back,DF,8.0,32
Marc Cucurella,"1,73m",left,27.0,1,Spain,Left-Back,DF,50.0,27
Alejandro Grimaldo,"1,71m",left,14.0,0,Spain,Left-Back,DF,20.0,30
Pedro Porro,"1,73m",right,19.0,0,Spain,Right-Back,DF,35.0,26
Marcos Llorente,"1,83m",right,26.0,0,Spain,Right-Back,DF,20.0,31
Martín Zubimendi,"1,81m",right,26.0,3,Spain,Defensive Midfield,MF,75.0,27
Rodri,"1,90m",right,65.0,4,Spain,Defensive Midfield,MF,50.0,30
Pedri,"1,74m",right,44.0,6,Spain,Central Midfield,MF,150.0,23
Fabián Ruiz,"1,88m",left,45.0,6,Spain,Central Midfield,MF,30.0,30
Gavi,"1,73m",right,31.0,5,Spain,Central Midfield,MF,30.0,21
Mikel Merino,"1,88m",left,46.0,10,Spain,Central Midfield,MF,25.0,30
Dani Olmo,"1,79m",right,53.0,12,Spain,Attacking Midfield,MF,60.0,28
Álex Baena,"1,72m",right,19.0,3,Spain,Left Winger,FW,40.0,24
Nico Williams,"1,81m",right,33.0,6,Spain,Left Winger,FW,40.0,23
Víctor Muñoz,"1,73m",right,2.0,1,Spain,Left Winger,FW,30.0,22
Lamine Yamal,"1,83m",left,28.0,7,Spain,Right Winger,FW,200.0,18
Yéremy Pino,"1,74m",right,25.0,4,Spain,Right Winger,FW,30.0,23
Ferran Torres,"1,83m",right,60.0,24,Spain,Centre-Forward,FW,50.0,26
Mikel Oyarzabal,"1,81m",left,56.0,27,Spain,Centre-Forward,FW,25.0,29
Borja Iglesias,"1,87m",right,8.0,0,Spain,Centre-Forward,FW,2.8,33
Viktor Johansson,"1,87m",right,12.0,0,Sweden,Goalkeeper,GK,12.0,27
Jacob Widell Zetterström,"1,97m",right,5.0,0,Sweden,Goalkeeper,GK,2.5,27
Kristoffer Nordfeldt,"1,90m",right,23.0,0,Sweden,Goalkeeper,GK,0.175,37
Isak Hien,"1,91m",right,32.0,0,Sweden,Centre-Back,DF,22.0,27
Gustaf Lagerbielke,"1,93m",right,15.0,2,Sweden,Centre-Back,DF,10.0,26
Victor Lindelöf,"1,87m",right,80.0,3,Sweden,Centre-Back,DF,5.0,31
Hjalmar Ekdal,"1,87m",right,13.0,0,Sweden,Centre-Back,DF,5.0,27
Eric Smith,"1,92m",right,2.0,0,Sweden,Centre-Back,DF,5.0,29
Carl Starfelt,"1,85m",right,19.0,0,Sweden,Centre-Back,DF,4.5,31
Daniel Svensson,"1,83m",left,16.0,0,Sweden,Left-Back,DF,22.0,24
Gabriel Gudmundsson,"1,81m",left,28.0,0,Sweden,Left-Back,DF,20.0,27
Ken Sema,"1,80m",left,34.0,5,Sweden,Left-Back,DF,0.8,32
Jesper Karlström,"1,82m",right,27.0,0,Sweden,Defensive Midfield,MF,4.0,31
Lucas Bergvall,"1,87m",right,14.0,0,Sweden,Central Midfield,MF,35.0,20
Yasin Ayari,"1,72m",right,25.0,5,Sweden,Central Midfield,MF,35.0,22
Mattias Svanberg,"1,86m",right,42.0,3,Sweden,Central Midfield,MF,8.0,27
Besfort Zeneli,"1,87m",right,10.0,0,Sweden,Central Midfield,MF,6.0,23
Herman Johansson,"1,90m",right,3.0,0,Sweden,Right Midfield,MF,1.8,28
Elliot Stroud,"1,85m",left,5.0,0,Sweden,Left Midfield,MF,8.0,24
Benjamin Nygren,"1,87m",left,15.0,3,Sweden,Attacking Midfield,MF,14.0,24
Taha Ali,"1,74m",right,4.0,0,Sweden,Left Winger,FW,1.5,28
Anthony Elanga,"1,78m",right,34.0,8,Sweden,Right Winger,FW,32.0,24
Alexander Bernhardsson,"1,84m",left,14.0,0,Sweden,Right Winger,FW,3.0,27
Alexander Isak,"1,90m",right,62.0,18,Sweden,Centre-Forward,FW,85.0,26
Viktor Gyökeres,"1,89m",right,37.0,21,Sweden,Centre-Forward,FW,65.0,28
Gustaf Nilsson,"1,97m",right,11.0,4,Sweden,Centre-Forward,FW,1.8,29
Gregor Kobel,"1,96m",right,24.0,0,Switzerland,Goalkeeper,GK,40.0,28
Marvin Keller,"1,89m",right,1.0,0,Switzerland,Goalkeeper,GK,6.0,23
Yvon Mvogo,"1,90m",right,13.0,0,Switzerland,Goalkeeper,GK,2.5,32
Manuel Akanji,"1,88m",right,84.0,4,Switzerland,Centre-Back,DF,17.0,30
Aurèle Amenda,"1,94m",right,7.0,0,Switzerland,Centre-Back,DF,10.0,22
Luca Jaquez,"1,87m",right,5.0,0,Switzerland,Centre-Back,DF,10.0,23
Nico Elvedi,"1,89m",right,70.0,3,Switzerland,Centre-Back,DF,8.0,29
Eray Cömert,"1,83m",right,22.0,0,Switzerland,Centre-Back,DF,2.5,28
Miro Muheim,"1,82m",left,11.0,0,Switzerland,Left-Back,DF,5.0,28
Ricardo Rodríguez,"1,82m",left,141.0,9,Switzerland,Left-Back,DF,1.4,33
Silvan Widmer,"1,83m",right,62.0,5,Switzerland,Right-Back,DF,0.8,33
Denis Zakaria,"1,89m",right,66.0,3,Switzerland,Defensive Midfield,MF,25.0,29
Ardon Jashari,"1,81m",left,9.0,0,Switzerland,Defensive Midfield,MF,25.0,23
Granit Xhaka,"1,83m",left,149.0,18,Switzerland,Defensive Midfield,MF,8.0,33
Johan Manzambi,"1,82m",right,15.0,6,Switzerland,Central Midfield,MF,50.0,20
Djibril Sow,"1,83m",right,54.0,0,Switzerland,Central Midfield,MF,7.5,29
Michel Aebischer,"1,83m",right,43.0,2,Switzerland,Central Midfield,MF,4.0,29
Remo Freuler,"1,81m",right,91.0,11,Switzerland,Central Midfield,MF,3.0,34
Fabian Rieder,"1,81m",left,30.0,1,Switzerland,Attacking Midfield,MF,12.0,24
Noah Okafor,"1,85m",right,25.0,2,Switzerland,Left Winger,FW,25.0,26
Rubén Vargas,"1,79m",right,64.0,13,Switzerland,Left Winger,FW,12.0,27
Dan Ndoye,"1,84m",right,34.0,8,Switzerland,Right Winger,FW,32.0,25
Christian Fassnacht,"1,85m",right,24.0,5,Switzerland,Right Winger,FW,2.0,32
Breel Embolo,"1,84m",right,89.0,25,Switzerland,Centre-Forward,FW,15.0,29
Zeki Amdouni,"1,83m",right,30.0,11,Switzerland,Centre-Forward,FW,7.0,25
Cedric Itten,"1,90m",right,17.0,5,Switzerland,Centre-Forward,FW,1.8,29
Abdelmouhib Chamakh,"1,89m",right,4,0,Tunisia,Goalkeeper,GK,0.8,24
Aymen Dahmen,"1,88m",right,39,0,Tunisia,Goalkeeper,GK,0.8,29
Sabri Ben Hessen,"1,89m",right,1,0,Tunisia,Goalkeeper,GK,0.55,30
Montassar Talbi,"1,90m",right,67,4,Tunisia,Centre-Back,DF,8.0,28
Adem Arous,"1,88m",right,2,0,Tunisia,Centre-Back,DF,4.0,21
Dylan Bronn,"1,86m",right,53,2,Tunisia,Centre-Back,DF,0.6,31
Raed Chikhaoui,"1,91m",right,-,0,Tunisia,Centre-Back,DF,0.6,22
Omar Rekik,"1,88m",right,8,1,Tunisia,Centre-Back,DF,0.5,24
Ali Abdi,"1,77m",left,49,7,Tunisia,Left-Back,DF,2.0,32
Mohamed Amine Ben Hamida,"1,81m",left,16,0,Tunisia,Left-Back,DF,1.0,30
Yan Valery,"1,85m",right,25,0,Tunisia,Right-Back,DF,1.5,27
Moutaz Neffati,"1,82m",right,5,0,Tunisia,Right-Back,DF,1.2,21
Ellyes Skhiri,"1,85m",right,86,4,Tunisia,Defensive Midfield,MF,5.0,31
Rani Khedira,"1,88m",right,6,0,Tunisia,Defensive Midfield,MF,2.0,32
Mohamed Belhadj Mahmoud,"1,79m",right,11,0,Tunisia,Central Midfield,MF,2.0,26
Hannibal,"1,77m",right,48,1,Tunisia,Attacking Midfield,MF,15.0,23
Anis Ben Slimane,"1,88m",both,44,4,Tunisia,Attacking Midfield,MF,4.0,25
Ismaël Gharbi,"1,80m",right,20,2,Tunisia,Left Winger,FW,5.0,22
Sebastian Tounekti,"1,82m",right,15,1,Tunisia,Left Winger,FW,5.0,23
Elias Achouri,"1,87m",right,33,5,Tunisia,Left Winger,FW,3.0,27
Elias Saad,"1,85m",right,17,3,Tunisia,Left Winger,FW,2.0,26
Mortadha Ben Ouanes,"1,88m",left,19,0,Tunisia,Left Winger,FW,1.5,31
Khalil Ayari,"1,74m",left,4,0,Tunisia,Right Winger,FW,1.0,21
Firas Chaouat,"1,85m",right,33,6,Tunisia,Centre-Forward,FW,1.2,30
Hazem Mastouri,"1,91m",right,20,5,Tunisia,Centre-Forward,FW,0.9,29
Rayan Elloumi,"1,80m",right,4,0,Tunisia,Centre-Forward,FW,0.8,18
Uğurcan Çakır,"1,91m",right,42.0,0,Turkey,Goalkeeper,GK,15.0,30
Altay Bayındır,"1,98m",right,12.0,0,Turkey,Goalkeeper,GK,5.0,28
Mert Günok,"1,96m",right,37.0,0,Turkey,Goalkeeper,GK,0.5,37
Ozan Kabak,"1,87m",right,31.0,2,Turkey,Centre-Back,DF,15.0,26
Merih Demiral,"1,90m",right,65.0,6,Turkey,Centre-Back,DF,12.0,28
Abdülkerim Bardakcı,"1,85m",left,30.0,2,Turkey,Centre-Back,DF,6.5,31
Çağlar Söyüncü,"1,85m",both,61.0,2,Turkey,Centre-Back,DF,3.5,30
Samet Akaydin,"1,90m",right,19.0,1,Turkey,Centre-Back,DF,1.2,32
Ferdi Kadıoğlu,"1,74m",right,32.0,2,Turkey,Left-Back,DF,35.0,26
Eren Elmalı,"1,81m",left,25.0,0,Turkey,Left-Back,DF,5.0,25
Zeki Çelik,"1,80m",right,63.0,3,Turkey,Right-Back,DF,14.0,29
Mert Müldür,"1,84m",right,48.0,3,Turkey,Right-Back,DF,7.0,27
Hakan Çalhanoğlu,"1,78m",right,108.0,22,Turkey,Defensive Midfield,MF,16.0,32
İsmail Yüksek,"1,83m",right,34.0,1,Turkey,Defensive Midfield,MF,15.0,27
Salih Özcan,"1,82m",right,32.0,1,Turkey,Defensive Midfield,MF,3.5,28
Kaan Ayhan,"1,85m",right,74.0,6,Turkey,Defensive Midfield,MF,1.5,31
Orkun Kökçü,"1,75m",both,53.0,4,Turkey,Central Midfield,MF,25.0,25
Arda Güler,"1,75m",left,33.0,7,Turkey,Attacking Midfield,MF,90.0,21
Can Uzun,"1,86m",right,8.0,1,Turkey,Attacking Midfield,MF,45.0,20
Kenan Yıldız,"1,87m",both,31.0,5,Turkey,Left Winger,FW,75.0,21
Barış Alper Yılmaz,"1,86m",right,38.0,5,Turkey,Left Winger,FW,30.0,26
Kerem Aktürkoğlu,"1,72m",right,54.0,15,Turkey,Left Winger,FW,20.0,27
Yunus Akgün,"1,73m",left,21.0,4,Turkey,Right Winger,FW,18.0,25
Oğuz Aydın,"1,83m",right,12.0,0,Turkey,Right Winger,FW,7.0,25
İrfan Can Kahveci,"1,80m",left,48.0,6,Turkey,Right Winger,FW,3.0,30
Deniz Gül,"1,92m",right,10.0,2,Turkey,Centre-Forward,FW,5.0,21
Matt Turner,"1,90m",right,55.0,0,United States,Goalkeeper,GK,2.5,32
Chris Brady,"1,93m",right,1.0,0,United States,Goalkeeper,GK,2.5,22
Matt Freese,"1,98m",right,17.0,0,United States,Goalkeeper,GK,2.0,27
Chris Richards,"1,89m",right,38.0,3,United States,Centre-Back,DF,28.0,26
Mark McKenzie,"1,86m",right,30.0,0,United States,Centre-Back,DF,7.0,27
Auston Trusty,"1,90m",left,10.0,1,United States,Centre-Back,DF,6.0,27
Miles Robinson,"1,87m",right,41.0,3,United States,Centre-Back,DF,3.5,29
Tim Ream,"1,86m",left,84.0,1,United States,Centre-Back,DF,0.15,38
Antonee Robinson,"1,83m",left,56.0,5,United States,Left-Back,DF,22.0,28
Sergiño Dest,"1,73m",right,42.0,3,United States,Right-Back,DF,18.0,25
Joe Scally,"1,84m",right,28.0,0,United States,Right-Back,DF,7.0,23
Alex Freeman,"1,88m",right,20.0,3,United States,Right-Back,DF,3.5,21
Tyler Adams,"1,75m",right,56.0,2,United States,Defensive Midfield,MF,25.0,27
Weston McKennie,"1,80m",right,69.0,12,United States,Central Midfield,MF,30.0,27
Sebastian Berhalter,"1,75m",right,16.0,2,United States,Central Midfield,MF,8.0,25
Cristian Roldán,"1,73m",right,47.0,0,United States,Central Midfield,MF,3.5,31
Timothy Weah,"1,83m",right,53.0,7,United States,Right Midfield,MF,20.0,26
Malik Tillman,"1,87m",right,33.0,3,United States,Attacking Midfield,MF,30.0,24
Brenden Aaronson,"1,77m",right,59.0,9,United States,Attacking Midfield,MF,22.0,25
Giovanni Reyna,"1,87m",right,41.0,10,United States,Attacking Midfield,MF,4.0,23
Max Arfsten,"1,85m",left,20.0,1,United States,Left Winger,FW,5.0,25
Christian Pulisic,"1,77m",right,88.0,33,United States,Right Winger,FW,40.0,27
Álex Zendejas,"1,67m",left,15.0,2,United States,Right Winger,FW,10.0,28
Folarin Balogun,"1,79m",right,29.0,11,United States,Centre-Forward,FW,40.0,24
Ricardo Pepi,"1,85m",right,40.0,13,United States,Centre-Forward,FW,30.0,23
Haji Wright,"1,91m",right,21.0,7,United States,Centre-Forward,FW,16.0,28
Santiago Mele,"1,85m",right,8.0,0,Uruguay,Goalkeeper,GK,2.0,28
Sergio Rochet,"1,89m",right,36.0,0,Uruguay,Goalkeeper,GK,1.8,33
Fernando Muslera,"1,90m",right,137.0,0,Uruguay,Goalkeeper,GK,0.7,40
Ronald Araujo,"1,92m",right,27.0,1,Uruguay,Centre-Back,DF,20.0,27
Santiago Bueno,"1,91m",right,8.0,0,Uruguay,Centre-Back,DF,10.0,27
José María Giménez,"1,86m",right,99.0,8,Uruguay,Centre-Back,DF,9.0,31
Sebastián Cáceres,"1,80m",right,26.0,0,Uruguay,Centre-Back,DF,4.5,26
Maxi Araújo,"1,76m",left,31.0,5,Uruguay,Left-Back,DF,35.0,26
Mathías Olivera,"1,85m",left,38.0,2,Uruguay,Left-Back,DF,15.0,28
Joaquín Piquerez,"1,85m",left,19.0,0,Uruguay,Left-Back,DF,12.0,27
Juan Manuel Sanabria,"1,70m",left,8.0,1,Uruguay,Left-Back,DF,4.0,26
Matías Viña,"1,80m",left,44.0,1,Uruguay,Left-Back,DF,3.5,28
Guillermo Varela,"1,74m",right,30.0,0,Uruguay,Right-Back,DF,1.0,33
Manuel Ugarte,"1,82m",right,38.0,1,Uruguay,Defensive Midfield,MF,25.0,25
Rodrigo Bentancur,"1,87m",right,76.0,3,Uruguay,Defensive Midfield,MF,20.0,29
Emiliano Martínez,"1,84m",right,10.0,0,Uruguay,Defensive Midfield,MF,6.5,26
Federico Valverde,"1,82m",right,76.0,9,Uruguay,Central Midfield,MF,90.0,27
Nicolás de la Cruz,"1,67m",right,37.0,5,Uruguay,Central Midfield,MF,8.0,29
Rodrigo Zalazar,"1,75m",right,7.0,2,Uruguay,Attacking Midfield,MF,30.0,26
Giorgian de Arrascaeta,"1,77m",right,59.0,13,Uruguay,Attacking Midfield,MF,14.0,32
Brian Rodríguez,"1,75m",right,36.0,4,Uruguay,Left Winger,FW,8.0,26
Agustín Canobbio,"1,76m",right,17.0,2,Uruguay,Right Winger,FW,8.0,27
Facundo Pellistri,"1,74m",right,39.0,2,Uruguay,Right Winger,FW,5.0,24
Darwin Núñez,"1,85m",right,41.0,13,Uruguay,Centre-Forward,FW,20.0,27
Federico Viñas,"1,81m",left,14.0,2,Uruguay,Centre-Forward,FW,4.0,28
Rodrigo Aguirre,"1,82m",left,11.0,3,Uruguay,Centre-Forward,FW,2.3,31
Abduvokhid Nematov,"1,82m",right,16,0,Uzbekistan,Goalkeeper,GK,1.5,25
Utkir Yusupov,"1,85m",right,46,0,Uzbekistan,Goalkeeper,GK,0.5,35
Botirali Ergashev,"1,89m",right,4,0,Uzbekistan,Goalkeeper,GK,0.5,31
Abdukodir Khusanov,"1,86m",right,30,0,Uzbekistan,Centre-Back,DF,50.0,22
Rustam Ashurmatov,"1,86m",right,54,1,Uzbekistan,Centre-Back,DF,0.75,29
Jakhongir Urozov,"1,90m",left,6,1,Uzbekistan,Centre-Back,DF,0.6,22
Avazbek Ulmasaliev,"1,87m",,-,0,Uzbekistan,Centre-Back,DF,0.5,26
Umar Eshmurodov,"1,85m",right,39,0,Uzbekistan,Centre-Back,DF,0.45,33
Sherzod Nasrullaev,"1,83m",left,42,2,Uzbekistan,Left-Back,DF,1.2,27
Farrukh Sayfiev,"1,83m",both,69,1,Uzbekistan,Left-Back,DF,0.225,35
Khozhiakbar Alizhonov,"1,80m",right,54,3,Uzbekistan,Right-Back,DF,1.3,29
Bekhruz Karimov,"1,80m",right,4,0,Uzbekistan,Right-Back,DF,0.35,18
Odildzhon Khamrobekov,"1,80m",right,76,1,Uzbekistan,Defensive Midfield,MF,1.0,30
Abdulla Abdullaev,"1,81m",right,31,0,Uzbekistan,Defensive Midfield,MF,0.5,28
Aziz Ganiev,"1,78m",right,25,0,Uzbekistan,Central Midfield,MF,2.0,28
Otabek Shukurov,"1,83m",right,92,9,Uzbekistan,Central Midfield,MF,1.5,30
Akmal Mozgovoy,"1,80m",right,28,1,Uzbekistan,Central Midfield,MF,1.4,27
Sherzod Esanov,"1,90m",,2,0,Uzbekistan,Central Midfield,MF,0.45,23
Jamshid Iskanderov,"1,71m",left,46,4,Uzbekistan,Attacking Midfield,MF,1.0,32
Oston Urunov,"1,81m",right,45,10,Uzbekistan,Left Winger,FW,2.0,25
Ruslanbek Jiyanov,"1,80m",right,8,1,Uzbekistan,Left Winger,FW,0.8,25
Abbosbek Fayzullaev,"1,67m",right,35,9,Uzbekistan,Right Winger,FW,7.0,22
Dostonbek Khamdamov,"1,78m",both,39,5,Uzbekistan,Right Winger,FW,0.9,29
Eldor Shomurodov,"1,90m",right,95,45,Uzbekistan,Centre-Forward,FW,7.0,31
Igor Sergeev,"1,85m",left,87,25,Uzbekistan,Centre-Forward,FW,1.2,33
Azizbek Amanov,"1,81m",left,13,2,Uzbekistan,Centre-Forward,FW,0.5,28
