Player,Pos,Age,90s,Sh,SoT,SoT_pct,Sh_p90,SoT_p90,G_per_Sh,G_per_SoT,Country
Breel Embolo,FW,29-141,3.8,9,4,44.4,2.35,1.05,0.11,0.25,Switzerland
Ruben Vargas,MF,27-334,2.7,6,4,66.7,2.19,1.46,0.33,0.5,Switzerland
Dan Ndoye,"MF,FW",25-253,2.6,11,5,45.5,4.27,1.94,0.09,0.2,Switzerland
Johan Manzambi,"MF,FW",20-264,2.2,6,3,50.0,2.71,1.36,0.5,1.0,Switzerland
Denis Zakaria,DF,29-227,2.0,4,2,50.0,2.05,1.02,0.0,0.0,Switzerland
Michel Aebischer,"MF,FW",29-180,1.7,2,1,50.0,1.15,0.58,0.0,0.0,Switzerland
Fabian Rieder,MF,24-139,1.3,3,1,33.3,2.35,0.78,0.0,0.0,Switzerland
Silvan Widmer,DF,33-122,1.2,0,0,,0.0,0.0,,,Switzerland
Djibril Sow,MF,29-149,1.0,0,0,,0.0,0.0,,,Switzerland
Luca Jaquez,DF,23-033,0.9,0,0,,0.0,0.0,,,Switzerland
Zeki Amdouni,"FW,MF",25-213,0.2,1,0,0.0,4.5,0.0,0.0,,Switzerland
Noah Okafor,"FW,MF",26-042,0.2,1,0,0.0,4.5,0.0,0.0,,Switzerland
Cedric Itten,"FW,MF",29-190,0.1,0,0,,0.0,0.0,,,Switzerland
Christian Fassnacht,"FW,MF",32-236,0.1,0,0,,0.0,0.0,,,Switzerland
Ardon Jashari,MF,23-340,0.0,1,0,0.0,45.0,0.0,0.0,,Switzerland
Miro Muheim,"DF,MF",28-103,0.0,0,0,,0.0,0.0,,,Switzerland
Hannibal Mejbri,MF,23-161,3.0,3,1,33.3,1.0,0.33,0.0,0.0,Tunisia
Montassar Talbi,DF,28-036,3.0,1,0,0.0,0.33,0.0,0.0,,Tunisia
Ali Abdi,DF,32-193,3.0,1,0,0.0,0.33,0.0,0.0,,Tunisia
Yan Valery,DF,27-129,2.8,0,0,,0.0,0.0,,,Tunisia
Ellyes Skhiri,"MF,DF",31-052,2.8,0,0,,0.0,0.0,,,Tunisia
Anis Ben Slimane,"MF,FW",25-107,2.7,1,1,100.0,0.37,0.37,0.0,0.0,Tunisia
Mohamed Amine Ben Hamida,DF,30-198,2.2,0,0,,0.0,0.0,,,Tunisia
Aymen Dahmen,GK,29-154,2.0,0,0,,0.0,0.0,,,Tunisia
Omar Rekik,DF,24-193,2.0,1,1,100.0,0.5,0.5,1.0,1.0,Tunisia
Rani Khedira,MF,32-155,1.7,1,0,0.0,0.6,0.0,0.0,,Tunisia
Elias Saad,"MF,FW",26-186,1.3,1,0,0.0,0.78,0.0,0.0,,Tunisia
Ismaël Gharbi,MF,22-082,1.4,3,0,0.0,2.13,0.0,0.0,,Tunisia
Mouhib Chamakh,GK,24-310,1.0,0,0,,0.0,0.0,,,Tunisia
Hazem Mastouri,FW,29-013,1.0,3,2,66.7,3.03,2.02,0.33,0.5,Tunisia
Sebastian Tounekti,FW,23-353,0.9,0,0,,0.0,0.0,,,Tunisia
Dylan Bronn,DF,31-012,0.5,0,0,,0.0,0.0,,,Tunisia
Firas Chaouat,FW,30-054,0.5,0,0,,0.0,0.0,,,Tunisia
Elias Achouri,"FW,MF",27-141,0.5,3,1,33.3,6.28,2.09,0.0,0.0,Tunisia
Hadj Mahmoud,MF,26-068,0.5,0,0,,0.0,0.0,,,Tunisia
Mortadha Ben Ouanes,"DF,MF",31-364,0.3,0,0,,0.0,0.0,,,Tunisia
Uğurcan Çakır,GK,30-087,3.0,0,0,,0.0,0.0,,,Turkey
Arda Güler,MF,21-126,3.0,12,4,33.3,4.0,1.33,0.08,0.25,Turkey
Abdülkerim Bardakcı,DF,31-297,2.9,3,1,33.3,1.02,0.34,0.0,0.0,Turkey
Kenan Yıldız,MF,21-058,2.4,14,1,7.1,5.78,0.41,0.0,0.0,Turkey
Hakan Çalhanoğlu,MF,32-143,2.0,11,2,18.2,5.5,1.0,0.0,0.0,Turkey
Merih Demiral,DF,28-118,2.0,6,2,33.3,3.0,1.0,0.0,0.0,Turkey
Barış Alper Yılmaz,"MF,FW",26-039,2.0,2,1,50.0,1.01,0.5,0.5,1.0,Turkey
Zeki Çelik,DF,29-134,1.8,1,1,100.0,0.55,0.55,0.0,0.0,Turkey
Ferdi Kadioglu,DF,26-267,1.8,1,0,0.0,0.57,0.0,0.0,,Turkey
Orkun Kökçü,MF,25-184,1.7,3,0,0.0,1.76,0.0,0.0,,Turkey
İsmail Yüksek,MF,27-156,1.5,5,0,0.0,3.24,0.0,0.0,,Turkey
Kerem Aktürkoğlu,FW,27-253,1.4,3,1,33.3,2.09,0.7,0.0,0.0,Turkey
Eren Elmalı,DF,25-359,1.2,0,0,,0.0,0.0,,,Turkey
Mert Müldür,DF,27-089,1.1,3,0,0.0,2.67,0.0,0.0,,Turkey
Salih Özcan,MF,28-171,1.1,0,0,,0.0,0.0,,,Turkey
Ozan Kabak,DF,26-098,1.0,0,0,,0.0,0.0,,,Turkey
Oğuz Aydın,DF,25-247,1.0,0,0,,0.0,0.0,,,Turkey
Yunus Akgün,MF,25-359,1.0,0,0,,0.0,0.0,,,Turkey
Can Uzun,MF,20-232,0.4,4,1,25.0,9.47,2.37,0.0,0.0,Turkey
Deniz Gül,FW,21-364,0.4,2,1,50.0,4.86,2.43,0.0,0.0,Turkey
Çağlar Söyüncü,DF,30-039,0.1,0,0,,0.0,0.0,,,Turkey
Kaan Ayhan,"DF,MF",31-233,0.0,1,1,100.0,30.0,30.0,1.0,1.0,Turkey
İrfan Can Kahveci,MF,30-351,0.0,0,0,,0.0,0.0,,,Turkey
Weston McKennie,MF,27-311,3.9,5,1,20.0,1.27,0.25,0.0,0.0,United States
Alex Freeman,DF,21-330,3.2,2,1,50.0,0.63,0.32,0.5,1.0,United States
Tyler Adams,MF,27-141,3.0,0,0,,0.0,0.0,,,United States
Matt Freese,GK,27-306,3.0,0,0,,0.0,0.0,,,United States
Tim Ream,DF,38-273,3.0,0,0,,0.0,0.0,,,United States
Chris Richards,DF,26-099,3.0,1,0,0.0,0.33,0.0,0.0,,United States
Malik Tillman,MF,24-038,3.0,7,3,42.9,2.37,1.02,0.14,0.33,United States
Antonee Robinson,"DF,MF",28-331,2.9,0,0,,0.0,0.0,,,United States
Sergiño Dest,MF,25-244,2.8,3,1,33.3,1.07,0.36,0.0,0.0,United States
Folarin Balogun,FW,25-002,2.5,11,4,36.4,4.44,1.61,0.27,0.75,United States
Ricardo Pepi,FW,23-177,2.1,5,0,0.0,2.43,0.0,0.0,,United States
Christian Pulisic,MF,27-290,1.8,4,2,50.0,2.18,1.09,0.0,0.0,United States
Sebastian Berhalter,MF,25-056,1.7,2,1,50.0,1.16,0.58,0.5,1.0,United States
Auston Trusty,DF,27-327,1.1,3,2,66.7,2.67,1.78,0.33,0.5,United States
Mark McKenzie,DF,27-130,1.0,0,0,,0.0,0.0,,,United States
Miles Robinson,DF,29-113,1.0,1,0,0.0,1.0,0.0,0.0,,United States
Matt Turner,GK,32-011,1.0,0,0,,0.0,0.0,,,United States
Joe Scally,DF,23-186,1.0,0,0,,0.0,0.0,,,United States
Gio Reyna,MF,23-234,1.0,2,1,50.0,2.09,1.05,0.5,1.0,United States
Brenden Aaronson,MF,25-256,0.8,3,1,33.3,3.55,1.18,0.0,0.0,United States
Timothy Weah,MF,26-133,0.8,2,0,0.0,2.37,0.0,0.0,,United States
Alejandro Zendejas,"FW,MF",28-148,0.2,1,0,0.0,6.43,0.0,0.0,,United States
Haji Wright,"FW,MF",28-100,0.0,0,0,,0.0,0.0,,,United States
Rodrigo Bentancur,MF,29-006,3.0,4,0,0.0,1.33,0.0,0.0,,Uruguay
Sebastián Cáceres,DF,26-317,3.0,3,0,0.0,1.0,0.0,0.0,,Uruguay
Mathías Olivera,DF,28-243,3.0,1,0,0.0,0.33,0.0,0.0,,Uruguay
Guillermo Varela,DF,33-099,3.0,2,0,0.0,0.67,0.0,0.0,,Uruguay
Maxi Araújo,"FW,MF",26-136,2.8,4,3,75.0,1.44,1.08,0.5,0.67,Uruguay
Federico Valverde,MF,27-344,2.6,10,2,20.0,3.81,0.76,0.0,0.0,Uruguay
Fernando Muslera,GK,40-015,2.5,0,0,,0.0,0.0,,,Uruguay
Manuel Ugarte,MF,25-081,2.0,3,1,33.3,1.47,0.49,0.0,0.0,Uruguay
Agustín Canobbio,FW,27-273,2.5,4,1,25.0,1.61,0.4,0.25,1.0,Uruguay
Juan Manuel Sanabria,DF,26-094,2.3,3,0,0.0,1.32,0.0,0.0,,Uruguay
Federico Viñas,FW,28-001,2.1,6,3,50.0,2.81,1.41,0.0,0.0,Uruguay
Darwin Núñez,FW,27-007,1.7,2,0,0.0,1.15,0.0,0.0,,Uruguay
Matías Viña,DF,28-234,0.5,0,0,,0.0,0.0,,,Uruguay
Nicolás De La Cruz,MF,29-030,1.0,4,2,50.0,4.19,2.09,0.0,0.0,Uruguay
Sergio Rochet,GK,33-100,0.5,0,0,,0.0,0.0,,,Uruguay
Brian Rodríguez,"FW,MF",26-042,0.5,3,1,33.3,6.59,2.2,0.0,0.0,Uruguay
Rodrigo Aguirre,FW,31-273,0.0,0,0,,0.0,0.0,,,Uruguay
Abdukodir Khusanov,DF,22-122,3.0,0,0,,0.0,0.0,,,Uzbekistan
Eldor Shomurodov,FW,31-002,3.0,4,2,50.0,1.34,0.67,0.25,0.5,Uzbekistan
Rustam Ashurmatov,DF,29-359,2.8,0,0,,0.0,0.0,,,Uzbekistan
Otabek Shukurov,MF,30-009,2.6,2,0,0.0,0.76,0.0,0.0,,Uzbekistan
Abbosbek Fayzullayev,MF,22-271,2.4,3,2,66.7,1.23,0.82,0.33,0.5,Uzbekistan
Sherzod Nasrullaev,"DF,MF",27-343,2.0,1,1,100.0,0.5,0.5,0.0,0.0,Uzbekistan
Akmal Mozgovoy,MF,27-090,2.4,1,0,0.0,0.42,0.0,0.0,,Uzbekistan
Abdulla Abdullaev,DF,28-303,2.0,0,0,,0.0,0.0,,,Uzbekistan
Abduvohid Nematov,GK,25-103,2.0,0,0,,0.0,0.0,,,Uzbekistan
Bekhruz Karimov,DF,18-328,2.0,2,0,0.0,1.01,0.0,0.0,,Uzbekistan
Khojiakbar Alijonov,MF,29-073,1.5,0,0,,0.0,0.0,,,Uzbekistan
Aziz Gʻaniyev,MF,28-129,1.4,1,0,0.0,0.74,0.0,0.0,,Uzbekistan
Dostonbek Khamdamov,MF,29-342,1.1,2,0,0.0,1.75,0.0,0.0,,Uzbekistan
Jakhongir Urozov,DF,22-164,1.1,0,0,,0.0,0.0,,,Uzbekistan
Utkir Yusupov,GK,35-178,1.0,0,0,,0.0,0.0,,,Uzbekistan
Odiljon Hamrobekov,MF,30-138,0.9,1,0,0.0,1.17,0.0,0.0,,Uzbekistan
Oston Urunov,MF,25-194,0.7,0,0,,0.0,0.0,,,Uzbekistan
Farrukh Sayfiev,"DF,MF",35-165,0.5,0,0,,0.0,0.0,,,Uzbekistan
Igor Sergeev,FW,33-062,0.3,0,0,,0.0,0.0,,,Uzbekistan
Azizbek Amonov,FW,28-244,0.2,1,0,0.0,6.43,0.0,0.0,,Uzbekistan
Jamshid Iskanderov,"FW,MF",32-258,0.1,0,0,,0.0,0.0,,,Uzbekistan
Sherzod Esanov,MF,23-150,0.0,0,0,,0.0,0.0,,,Uzbekistan
Ruslanbek Jiyanov,FW,25-026,0.0,0,0,,0.0,0.0,,,Uzbekistan
