Player,Pos,Age,MP,Starts,Min,90s,Gls,Ast,CrdY,CrdR,Gls_p90,Ast_p90,Country,Pos_sh,Age_sh,90s_sh,Sh,SoT,SoT_pct,Sh_p90,SoT_p90,G_per_Sh,G_per_SoT,Pos_misc,Age_misc,90s_misc,Fls,Fld,Off,Crs,Int,TklW,Pos_gk,Age_gk,MP_gk,Starts_gk,Min_gk,90s_gk,GA,GA90,SoTA,Saves,Save_pct,CS,CS_pct,match_name,Player_tm,Height,Foot,International matches,Goals,TM_Position,Pos_tm,Value_M,Age_tm
Jack Hendry,DF,31-055,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Scotland,DF,31-055,3.0,0.0,0.0,,0.0,0.0,,,DF,31-055,3.0,1.0,3.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,jack hendry,Jack Hendry,"1,92m",right,41.0,3,Centre-Back,DF,2.5,31
Scott McTominay,MF,29-205,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Scotland,MF,29-205,3.0,8.0,3.0,37.5,2.67,1.0,0.0,0.0,MF,29-205,3.0,3.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,scott mctominay,Scott McTominay,"1,93m",right,73.0,15,Central Midfield,MF,40.0,29
John McGinn,MF,31-256,3.0,3,259.0,2.9,1.0,0.0,0.0,0.0,0.35,0.0,Scotland,MF,31-256,2.9,3.0,1.0,33.3,1.04,0.35,0.33,1.0,MF,31-256,2.9,2.0,11.0,0.0,10.0,0.0,0.0,,,,,,,,,,,,,,john mcginn,John McGinn,"1,78m",left,89.0,21,Central Midfield,MF,13.0,31
Andy Robertson,DF,32-112,3.0,3,225.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,Scotland,DF,32-112,2.5,0.0,0.0,,0.0,0.0,,,DF,32-112,2.5,3.0,1.0,0.0,10.0,2.0,1.0,,,,,,,,,,,,,,andrew robertson,Andrew Robertson,"1,78m",left,97.0,4,Left-Back,DF,7.0,32
Ben Gannon-Doak,MF,20-232,3.0,2,186.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,Scotland,MF,20-232,2.1,4.0,0.0,0.0,1.94,0.0,0.0,,MF,20-232,2.1,3.0,1.0,0.0,6.0,0.0,1.0,,,,,,,,,,,,,,ben gannon doak,Ben Gannon-Doak,"1,73m",right,17.0,1,Right Winger,FW,15.0,20
Nathan Patterson,DF,24-258,3.0,2,185.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,Scotland,DF,24-258,2.1,0.0,0.0,,0.0,0.0,,,DF,24-258,2.1,2.0,0.0,0.0,1.0,3.0,2.0,,,,,,,,,,,,,,nathan patterson,Nathan Patterson,"1,83m",right,29.0,1,Right-Back,DF,10.0,24
Grant Hanley,DF,34-223,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Scotland,DF,34-223,2.0,0.0,0.0,,0.0,0.0,,,DF,34-223,2.0,1.0,0.0,1.0,0.0,1.0,2.0,,,,,,,,,,,,,,grant hanley,Grant Hanley,"1,88m",right,70.0,2,Centre-Back,DF,0.2,34
Lawrence Shankland,FW,30-325,2.0,2,171.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,Scotland,FW,30-325,1.9,4.0,0.0,0.0,2.11,0.0,0.0,,FW,30-325,1.9,5.0,3.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,lawrence shankland,Lawrence Shankland,"1,85m",right,22.0,7,Centre-Forward,FW,3.0,30
Ché Adams,FW,29-353,3.0,2,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,Scotland,FW,29-353,1.6,1.0,1.0,100.0,0.62,0.62,0.0,0.0,FW,29-353,1.6,4.0,2.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,che adams,Ché Adams,"1,75m",right,50.0,13,Centre-Forward,FW,5.0,29
Kenny McLean,MF,34-174,3.0,1,118.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,Scotland,MF,34-174,1.3,1.0,0.0,0.0,0.76,0.0,0.0,,MF,34-174,1.3,1.0,1.0,0.0,2.0,2.0,1.0,,,,,,,,,,,,,,kenny mclean,Kenny McLean,"1,83m",left,60.0,3,Central Midfield,MF,0.4,34
Kieran Tierney,MF,29-026,2.0,1,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,Scotland,MF,29-026,1.2,2.0,0.0,0.0,1.73,0.0,0.0,,MF,29-026,1.2,3.0,2.0,0.0,7.0,2.0,1.0,,,,,,,,,,,,,,kieran tierney,Kieran Tierney,"1,80m",left,58.0,2,Left-Back,DF,8.0,29
Ryan Christie,MF,31-129,3.0,1,95.0,1.1,0.0,0.0,1.0,0.0,0.0,0.0,Scotland,MF,31-129,1.1,2.0,0.0,0.0,1.89,0.0,0.0,,MF,31-129,1.1,2.0,1.0,0.0,1.0,2.0,3.0,,,,,,,,,,,,,,ryan christie,Ryan Christie,"1,78m",left,71.0,10,Central Midfield,MF,8.0,31
Scott McKenna,DF,29-231,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Scotland,DF,29-231,1.0,0.0,0.0,,0.0,0.0,,,DF,29-231,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,scott mckenna,Scott McKenna,"1,89m",left,51.0,1,Centre-Back,DF,4.0,29
Aaron Hickey,DF,24-021,1.0,1,74.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,Scotland,DF,24-021,0.8,0.0,0.0,,0.0,0.0,,,DF,24-021,0.8,2.0,4.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,aaron hickey,Aaron Hickey,"1,85m",both,22.0,0,Right-Back,DF,16.0,24
Lyndon Dykes,"FW,MF",30-267,2.0,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,Scotland,"FW,MF",30-267,0.4,1.0,0.0,0.0,2.5,0.0,0.0,,"FW,MF",30-267,0.4,2.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,lyndon dykes,Lyndon Dykes,"1,88m",right,53.0,10,Centre-Forward,FW,0.8,30
Anthony Ralston,DF,27-227,2.0,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Scotland,DF,27-227,0.1,1.0,1.0,100.0,8.18,8.18,0.0,0.0,DF,27-227,0.1,2.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,anthony ralston,Anthony Ralston,"1,78m",right,29.0,1,Right-Back,DF,1.5,27
Findlay Curtis,MF,19-273,2.0,0,9.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,Scotland,MF,19-273,0.1,0.0,0.0,,0.0,0.0,,,MF,19-273,0.1,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,findlay curtis,Findlay Curtis,"1,80m",right,5.0,1,Left Winger,FW,2.0,20
Ross Stewart,FW,29-355,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scotland,FW,29-355,0.0,0.0,0.0,,0.0,0.0,,,FW,29-355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,ross stewart,Ross Stewart,"1,88m",right,4.0,0,Centre-Forward,FW,2.5,29
Tyler Fletcher,MF,19-104,0.0,0,,,,,,,,,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tyler fletcher,Tyler Fletcher,"1,83m",right,2.0,0,Central Midfield,MF,1.5,19
Craig Gordon,GK,43-182,0.0,0,,,,,,,,,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,craig gordon,Craig Gordon,"1,93m",left,84.0,0,Goalkeeper,GK,0.05,43
George Hirst,FW,27-136,0.0,0,,,,,,,,,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,george hirst,George Hirst,"1,91m",right,10.0,1,Centre-Forward,FW,10.0,27
Dominic Hyam,DF,30-193,0.0,0,,,,,,,,,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominic hyam,Dominic Hyam,"1,88m",right,4.0,0,Centre-Back,DF,2.0,30
Liam Kelly,GK,30-159,0.0,0,,,,,,,,,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,liam kelly,Liam Kelly,"1,84m",right,3.0,0,Goalkeeper,GK,0.8,30
John Souttar,DF,29-279,0.0,0,,,,,,,,,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,john souttar,John Souttar,"1,86m",right,24.0,2,Centre-Back,DF,2.0,29
Krépin Diatta,DF,27-130,4.0,4,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,Senegal,DF,27-130,4.3,1.0,0.0,0.0,0.23,0.0,0.0,,DF,27-130,4.3,4.0,6.0,0.0,12.0,3.0,10.0,,,,,,,,,,,,,,krepin diatta,Krépin Diatta,"1,73m",right,64.0,2,Right Midfield,MF,6.0,27
Moussa Niakhaté,DF,30-119,4.0,4,390.0,4.3,0.0,1.0,0.0,0.0,0.0,0.23,Senegal,DF,30-119,4.3,1.0,0.0,0.0,0.23,0.0,0.0,,DF,30-119,4.3,3.0,6.0,0.0,2.0,4.0,1.0,,,,,,,,,,,,,,moussa niakhate,Moussa Niakhaté,"1,90m",left,34.0,0,Centre-Back,DF,15.0,30
Ismaila Sarr,"MF,FW",28-130,4.0,4,364.0,4.0,4.0,1.0,0.0,0.0,0.99,0.25,Senegal,"MF,FW",28-130,4.0,17.0,6.0,35.3,4.2,1.48,0.24,0.67,"MF,FW",28-130,4.0,1.0,9.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,ismaila sarr,Ismaïla Sarr,"1,85m",right,86.0,22,Right Winger,FW,40.0,28
Sadio Mané,"MF,FW",34-086,4.0,4,362.0,4.0,0.0,1.0,0.0,0.0,0.0,0.25,Senegal,"MF,FW",34-086,4.0,6.0,3.0,50.0,1.49,0.75,0.0,0.0,"MF,FW",34-086,4.0,4.0,10.0,3.0,13.0,3.0,2.0,,,,,,,,,,,,,,sadio mane,Sadio Mané,"1,75m",right,129.0,54,Left Winger,FW,6.0,34
Idrissa Gueye,MF,36-282,4.0,4,361.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Senegal,MF,36-282,4.0,5.0,1.0,20.0,1.25,0.25,0.0,0.0,MF,36-282,4.0,2.0,2.0,0.0,1.0,2.0,4.0,,,,,,,,,,,,,,idrissa gueye,Idrissa Gueye,"1,74m",right,134.0,7,Defensive Midfield,MF,0.5,36
Lamine Camara,MF,22-185,4.0,3,248.0,2.8,0.0,1.0,1.0,0.0,0.0,0.36,Senegal,MF,22-185,2.8,3.0,0.0,0.0,1.09,0.0,0.0,,MF,22-185,2.8,5.0,3.0,0.0,7.0,2.0,1.0,,,,,,,,,,,,,,lamine camara,Lamine Camara,"1,74m",right,36.0,5,Central Midfield,MF,40.0,22
Pape Gueye,MF,27-162,4.0,3,234.0,2.6,2.0,1.0,1.0,0.0,0.77,0.38,Senegal,MF,27-162,2.6,8.0,3.0,37.5,3.08,1.15,0.25,0.67,MF,27-162,2.6,4.0,2.0,0.0,3.0,4.0,1.0,,,,,,,,,,,,,,pape gueye,Pape Gueye,"1,89m",left,44.0,7,Central Midfield,MF,40.0,27
Mory Diaw,GK,33-013,3.0,2,238.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,Senegal,GK,33-013,2.6,0.0,0.0,,0.0,0.0,,,GK,33-013,2.6,0.0,2.0,0.0,0.0,0.0,0.0,GK,33-013,3.0,2.0,238.0,2.6,3.0,1.13,7.0,4.0,57.1,1.0,50.0,mory diaw,Mory Diaw,"1,97m",right,7.0,0,Goalkeeper,GK,0.9,33
Nicolas Jackson,FW,25-015,4.0,2,234.0,2.6,0.0,1.0,0.0,0.0,0.0,0.38,Senegal,FW,25-015,2.6,7.0,3.0,42.9,2.69,1.15,0.0,0.0,FW,25-015,2.6,2.0,0.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,nicolas jackson,Nicolas Jackson,"1,87m",right,36.0,8,Centre-Forward,FW,40.0,25
Ismail Jakobs,DF,26-322,3.0,2,219.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,Senegal,DF,26-322,2.4,1.0,0.0,0.0,0.41,0.0,0.0,,DF,26-322,2.4,2.0,0.0,0.0,18.0,2.0,2.0,,,,,,,,,,,,,,ismail jakobs,Ismail Jakobs,"1,84m",left,32.0,0,Left-Back,DF,8.0,26
El Hadji Malick Diouf,DF,21-189,3.0,2,171.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,Senegal,DF,21-189,1.9,0.0,0.0,,0.0,0.0,,,DF,21-189,1.9,2.0,0.0,0.0,8.0,1.0,1.0,,,,,,,,,,,,,,el hadji malick diouf,El Hadji Malick Diouf,"1,77m",left,22.0,1,Left-Back,DF,28.0,21
Kalidou Koulibaly,DF,35-015,2.0,2,161.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,Senegal,DF,35-015,1.8,0.0,0.0,,0.0,0.0,,,DF,35-015,1.8,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,kalidou koulibaly,Kalidou Koulibaly,"1,86m",right,105.0,2,Centre-Back,DF,4.5,35
Édouard Mendy,GK,34-126,2.0,2,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,Senegal,GK,34-126,1.7,0.0,0.0,,0.0,0.0,,,GK,34-126,1.7,0.0,0.0,0.0,0.0,0.0,0.0,GK,34-126,2.0,2.0,152.0,1.7,6.0,3.55,14.0,8.0,57.1,0.0,0.0,edouard mendy,Edouard Mendy,"1,94m",right,59.0,0,Goalkeeper,GK,4.0,34
Habib Diarra,MF,22-183,3.0,2,143.0,1.6,2.0,0.0,0.0,0.0,1.26,0.0,Senegal,MF,22-183,1.6,4.0,2.0,50.0,2.52,1.26,0.5,1.0,MF,22-183,1.6,2.0,2.0,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,habib diarra,Habib Diarra,"1,78m",right,23.0,5,Central Midfield,MF,35.0,22
Pathé Ciss,DF,32-111,4.0,1,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Senegal,DF,32-111,2.0,2.0,1.0,50.0,0.98,0.49,0.0,0.0,DF,32-111,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,pathe ciss,Pathé Ciss,"1,86m",right,33.0,0,Central Midfield,MF,1.8,32
Ibrahim Mbaye,MF,18-162,4.0,1,157.0,1.7,1.0,0.0,0.0,0.0,0.57,0.0,Senegal,MF,18-162,1.7,4.0,1.0,25.0,2.29,0.57,0.25,1.0,MF,18-162,1.7,0.0,2.0,0.0,9.0,1.0,0.0,,,,,,,,,,,,,,ibrahim mbaye,Ibrahim Mbaye,"1,75m",right,14.0,4,Right Winger,FW,30.0,18
Iliman Ndiaye,FW,26-121,3.0,1,114.0,1.3,1.0,2.0,0.0,0.0,0.79,1.58,Senegal,FW,26-121,1.3,3.0,2.0,66.7,2.37,1.58,0.33,0.5,FW,26-121,1.3,2.0,1.0,0.0,2.0,2.0,0.0,,,,,,,,,,,,,,iliman ndiaye,Iliman Ndiaye,"1,80m",right,42.0,5,Right Winger,FW,55.0,26
Abdoulaye Seck,DF,34-031,1.0,1,57.0,0.6,0.0,1.0,1.0,0.0,0.0,1.58,Senegal,DF,34-031,0.6,2.0,0.0,0.0,3.16,0.0,0.0,,DF,34-031,0.6,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,abdoulaye seck,Abdoulaye Seck,"1,92m",right,23.0,4,Centre-Back,DF,0.4,34
Pape Matar Sarr,MF,23-294,2.0,0,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,Senegal,MF,23-294,0.7,4.0,0.0,0.0,5.37,0.0,0.0,,MF,23-294,0.7,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,pape matar sarr,Pape Matar Sarr,"1,85m",right,41.0,4,Central Midfield,MF,30.0,23
Bara Sapoko Ndiaye,MF,18-186,1.0,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Senegal,MF,18-186,0.3,1.0,1.0,100.0,3.46,3.46,0.0,0.0,MF,18-186,0.3,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,bara sapoko ndiaye,Bara Sapoko Ndiaye,"1,80m",right,1.0,0,Central Midfield,MF,4.0,18
Assane Diao,MF,20-301,1.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Senegal,MF,20-301,0.1,0.0,0.0,,0.0,0.0,,,MF,20-301,0.1,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,assane diao,Assane Diao,"1,85m",right,6.0,0,Left Winger,FW,30.0,20
Bamba Dieng,FW,26-104,1.0,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Senegal,FW,26-104,0.1,0.0,0.0,,0.0,0.0,,,FW,26-104,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,bamba dieng,Bamba Dieng,"1,78m",right,24.0,2,Centre-Forward,FW,15.0,26
Yehvann Diouf,GK,26-231,0.0,0,,,,,,,,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yehvann diouf,Yehvann Diouf,"1,88m",right,2.0,0,Goalkeeper,GK,7.0,26
Antoine Mendy,DF,22-039,0.0,0,,,,,,,,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,antoine mendy,Antoine Mendy,"1,87m",right,7.0,0,Centre-Back,DF,10.0,22
Cherif Ndiaye,"FW,MF",30-163,0.0,0,,,,,,,,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cherif ndiaye,Cherif Ndiaye,"1,90m",right,19.0,4,Centre-Forward,FW,5.0,30
Mamadou Sarr,DF,20-310,0.0,0,,,,,,,,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mamadou sarr,Mamadou Sarr,"1,94m",right,8.0,0,Centre-Back,DF,22.0,20
Mbekezeli Mbokazi,DF,20-285,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,DF,20-285,4.0,4.0,1.0,25.0,1.0,0.25,0.0,0.0,DF,20-285,4.0,3.0,5.0,1.0,3.0,4.0,5.0,,,,,,,,,,,,,,mbekezeli mbokazi,Mbekezeli Mbokazi,"1,77m",left,14.0,1,Centre-Back,DF,3.5,20
Khuliso Mudau,DF,31-066,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,DF,31-066,4.0,0.0,0.0,,0.0,0.0,,,DF,31-066,4.0,4.0,10.0,1.0,3.0,11.0,8.0,,,,,,,,,,,,,,khuliso mudau,Khuliso Mudau,"1,79m",right,36.0,1,Right-Back,DF,1.2,31
Ime Okon,DF,22-131,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,DF,22-131,4.0,1.0,0.0,0.0,0.25,0.0,0.0,,DF,22-131,4.0,1.0,0.0,0.0,0.0,5.0,2.0,,,,,,,,,,,,,,ime okon,Ime Okon,"1,87m",right,7.0,0,Centre-Back,DF,2.0,22
Ronwen Williams,GK,34-161,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,GK,34-161,4.0,0.0,0.0,,0.0,0.0,,,GK,34-161,4.0,0.0,0.0,0.0,0.0,1.0,0.0,GK,34-161,4.0,4.0,360.0,4.0,4.0,1.0,15.0,11.0,73.3,1.0,25.0,ronwen williams,Ronwen Williams,"1,84m",right,66.0,0,Goalkeeper,GK,0.8,34
Aubrey Modiba,DF,30-344,4.0,4,346.0,3.8,0.0,0.0,1.0,0.0,0.0,0.0,South Africa,DF,30-344,3.8,5.0,1.0,20.0,1.3,0.26,0.0,0.0,DF,30-344,3.8,4.0,6.0,2.0,11.0,4.0,5.0,,,,,,,,,,,,,,aubrey modiba,Aubrey Modiba,"1,71m",left,45.0,1,Left-Back,DF,1.8,30
Teboho Mokoena,MF,29-158,3.0,3,270.0,3.0,1.0,0.0,2.0,0.0,0.33,0.0,South Africa,MF,29-158,3.0,4.0,2.0,50.0,1.33,0.67,0.0,0.0,MF,29-158,3.0,3.0,6.0,0.0,5.0,5.0,3.0,,,,,,,,,,,,,,teboho mokoena,Teboho Mokoena,"1,77m",right,54.0,10,Defensive Midfield,MF,2.8,29
Oswin Appollis,"MF,FW",24-310,4.0,3,255.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,"MF,FW",24-310,2.8,4.0,1.0,25.0,1.41,0.35,0.0,0.0,"MF,FW",24-310,2.8,1.0,2.0,0.0,8.0,1.0,3.0,,,,,,,,,,,,,,oswin appollis,Oswin Appollis,"1,71m",right,30.0,8,Left Winger,FW,2.5,24
Thapelo Maseko,"MF,FW",22-232,3.0,3,242.0,2.7,1.0,0.0,0.0,0.0,0.37,0.0,South Africa,"MF,FW",22-232,2.7,8.0,1.0,12.5,2.98,0.37,0.13,1.0,"MF,FW",22-232,2.7,4.0,10.0,0.0,2.0,2.0,1.0,,,,,,,,,,,,,,thapelo maseko,Thapelo Maseko,"1,78m",left,10.0,2,Right Winger,FW,0.75,22
Sphephelo Sithole,MF,27-120,3.0,3,229.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,South Africa,MF,27-120,2.5,0.0,0.0,,0.0,0.0,,,MF,27-120,2.5,5.0,1.0,0.0,0.0,5.0,5.0,,,,,,,,,,,,,,yaya sithole,Yaya Sithole,"1,86m",right,31.0,1,Central Midfield,MF,0.6,27
Thalente Mbatha,MF,26-107,4.0,2,260.0,2.9,0.0,0.0,1.0,0.0,0.0,0.0,South Africa,MF,26-107,2.9,4.0,1.0,25.0,1.38,0.35,0.0,0.0,MF,26-107,2.9,4.0,0.0,0.0,4.0,5.0,2.0,,,,,,,,,,,,,,thalente mbatha,Thalente Mbatha,"1,79m",right,19.0,3,Central Midfield,MF,2.0,26
Evidence Makgopa,FW,26-026,4.0,2,215.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,FW,26-026,2.4,4.0,3.0,75.0,1.67,1.26,0.0,0.0,FW,26-026,2.4,1.0,1.0,2.0,0.0,1.0,1.0,,,,,,,,,,,,,,evidence makgopa,Evidence Makgopa,"1,83m",right,30.0,6,Centre-Forward,FW,1.4,26
Relebohile Mofokeng,MF,21-251,3.0,2,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,MF,21-251,1.9,3.0,1.0,33.3,1.6,0.53,0.0,0.0,MF,21-251,1.9,3.0,2.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,relebohile mofokeng,Relebohile Mofokeng,"1,68m",right,16.0,0,Left Winger,FW,3.0,21
Iqraam Rayners,FW,30-194,4.0,2,161.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,FW,30-194,1.8,1.0,0.0,0.0,0.56,0.0,0.0,,FW,30-194,1.8,1.0,1.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,iqraam rayners,Iqraam Rayners,"1,74m",right,18.0,4,Centre-Forward,FW,2.8,30
Jayden Adams,MF,25-057,3.0,2,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,MF,25-057,1.3,0.0,0.0,,0.0,0.0,,,MF,25-057,1.3,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,jayden adams,Jayden Adams,"1,77m",right,9.0,1,Central Midfield,MF,1.8,25
Nkosinathi Sibisi,DF,30-282,1.0,1,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,South Africa,DF,30-282,1.0,0.0,0.0,,0.0,0.0,,,DF,30-282,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,nkosinathi sibisi,Nkosinathi Sibisi,"1,77m",right,21.0,0,Centre-Back,DF,1.6,30
Lyle Foster,FW,25-301,1.0,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,FW,25-301,0.6,1.0,0.0,0.0,1.64,0.0,0.0,,FW,25-301,0.6,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,lyle foster,Lyle Foster,"1,85m",right,28.0,10,Centre-Forward,FW,8.0,25
Tshepang Moremi,MF,25-272,2.0,0,34.0,0.4,0.0,1.0,0.0,0.0,0.0,2.65,South Africa,MF,25-272,0.4,0.0,0.0,,0.0,0.0,,,MF,25-272,0.4,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,tshepang moremi,Tshepang Moremi,"1,69m",left,12.0,1,Left Winger,FW,1.4,25
Themba Zwane,"FW,MF",36-332,1.0,0,23.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,South Africa,"FW,MF",36-332,0.3,0.0,0.0,,0.0,0.0,,,"FW,MF",36-332,0.3,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,themba zwane,Themba Zwane,"1,78m",right,55.0,12,Attacking Midfield,MF,0.25,36
Kamogelo Sebelebele,"DF,MF",23-345,1.0,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,"DF,MF",23-345,0.1,0.0,0.0,,0.0,0.0,,,"DF,MF",23-345,0.1,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,kamogelo sebelebele,Kamogelo Sebelebele,"1,66m",right,4.0,0,Right-Back,DF,1.2,23
Sipho Chaine,GK,29-199,0.0,0,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sipho chaine,Sipho Chaine,"1,86m",right,4.0,0,Goalkeeper,GK,1.6,29
Bradley Cross,DF,25-152,0.0,0,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bradley cross,Bradley Cross,"1,75m",left,1.0,0,Left-Back,DF,1.0,25
Ricardo Goss,GK,32-090,0.0,0,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ricardo goss,Ricardo Goss,"1,81m",right,5.0,0,Goalkeeper,GK,0.35,32
Samukele Kabini,DF,22-108,0.0,0,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,samukele kabini,Samukele Kabini,"1,79m",left,6.0,0,Left-Back,DF,2.5,22
Olwethu Makhanya,DF,22-062,0.0,0,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,olwethu makhanya,Olwethu Makhanya,"1,85m",right,1.0,0,Centre-Back,DF,2.0,22
Thabang Matuludi,DF,27-168,0.0,0,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thabang matuludi,Thabang Matuludi,"1,89m",right,3.0,0,Right-Back,DF,1.2,27
Khulumani Ndamane,DF,22-146,0.0,0,,,,,,,,,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,khulumani ndamane,Khulumani Ndamane,"1,83m",right,5.0,0,Centre-Back,DF,1.2,22
Lee Gi-hyuk,DF,25-359,,3,270.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,South Korea,DF,25-359,3.0,0.0,0.0,,0.0,0.0,,,DF,25-359,3.0,2.0,1.0,0.0,2.0,5.0,4.0,,,,,,,,,,,,,,gi hyuk lee,Gi-hyuk Lee,"1,84m",left,6.0,0,Centre-Back,DF,0.8,25
Lee Han-beom,DF,24-014,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,South Korea,DF,24-014,3.0,2.0,0.0,0.0,0.67,0.0,0.0,,DF,24-014,3.0,7.0,2.0,0.0,2.0,3.0,2.0,,,,,,,,,,,,,,han beom lee,Han-beom Lee,"1,88m",right,11.0,0,Centre-Back,DF,3.0,24
